Date,User,Message
2020-11-28 11:57,유저15,그럼 월요일 3시에 뵙겠습니다!!
2020-11-28 13:53,유저14,넵넵!!
2020-11-28 14:46,유저9,넹~~
2020-11-28 15:26,유저16,네
2020-11-30 14:46,유저9,https://us02web.zoom.us/j/87099189873?pwd=UWdGVWVCR2hyeXhkcFpHTUpWUEZTdz09
2020-11-30 14:48,유저16,암호
2020-11-30 14:49,유저9,"Join Zoom Meeting
https://us02web.zoom.us/j/87099189873?pwd=UWdGVWVCR2hyeXhkcFpHTUpWUEZTdz09
 
Meeting ID: 870 9918 9873
Passcode: 748435
One tap mobile
+13462487799,,87099189873#,,,,,,0#,,748435# US (Houston)
+16699006833,,87099189873#,,,,,,0#,,748435# US (San Jose)
 
Dial by your location
        +1 346 248 7799 US (Houston)
        +1 669 900 6833 US (San Jose)
        +1 929 205 6099 US (New York)
        +1 253 215 8782 US (Tacoma)
        +1 301 715 8592 US (Washington D.C)
        +1 312 626 6799 US (Chicago)
Meeting ID: 870 9918 9873
Passcode: 748435
Find your local number: https://us02web.zoom.us/u/k3gb3CBBm"
2020-11-30 14:49,유저9,password is 748435
2020-11-30 15:08,유저9,사진
2020-11-30 15:08,유저9,"PBL 문제 
1. 사업 현황을 파악
2. 사업에 유용한 쿼리들을 만들어보자 (개인화된 책 추천을 위한 쿼리, 이벤트를 위한 쿼리 등등)
3. DB리뉴얼 시 사업에 도움이 되는 방향으로 새롭게 DB를 디자인 하기 위한 초안"
2020-11-30 15:08,유저9,"1번 -> A4 기준 반페이지 이상 초안 정리
2번 -> 자유로운 주제로 각자 유용한 쿼리 3개 이상
3번 -> A4 기준 반페이지 이상 초안 정리"
2020-12-03 14:11,유저14,저희 면담 언제하는지 아시나요..??
2020-12-03 14:11,유저9,3시용
2020-12-03 14:13,유저14,아하 감사합니다 혹시 다음주랑 발표는 순서가 어떻게되는지 물어봐도 될까요..ㅠㅠ
2020-12-03 14:13,유저9,사진
2020-12-03 14:13,유저9,1조에욤
2020-12-03 14:14,유저14,감사합니다 !!
2020-12-03 14:50,유저9,줌 들어오세요 여러분
2020-12-03 14:50,유저14,저 죄송한데 링크 보내주실수 있으신가요 ?
2020-12-03 14:51,유저9,"좋은 오후!
2시부터 2,4,1,5,3 조 순으로 미팅 진행할께요. 
아래 줌 링크 타고 들어오시면 됩니다. 
https://us02web.zoom.us/j/7141581508
곧 봅시다"
2020-12-03 14:51,유저15,https://us02web.zoom.us/j/7141581508
2020-12-03 15:06,유저15,저희 어떻게 할까요??
2020-12-03 15:09,유저9,음 일단
2020-12-03 15:10,유저9,단톡방에 준비해온걸 공유하고
2020-12-03 15:10,유저9,남은 이번주 동안 추가적으로 할걸 생각해볼까용
2020-12-03 15:12,유저15,네넹
2020-12-03 15:13,유저15,파일: 1.docx
2020-12-03 15:14,유저9,파일: DB 이해 팀플 초안_유저9.pdf
2020-12-03 15:20,유저14,"저 아직 덜해가지고,, 완전히 다 하고 올려드려도 될까요 ? 죄송합니다,,"
2020-12-03 15:28,유저9,넵넵
2020-12-04 03:36,유저14,파일: 데베이.pdf
2020-12-05 02:11,유저15,토요일 세시쯤에
2020-12-05 02:11,유저15,간단히 얘기해보는거 어떨까요
2020-12-05 09:50,유저9,전 괜찮아욤
2020-12-05 10:31,유저14,저두요
2020-12-05 15:01,유저9,헉
2020-12-05 15:01,유저9,줌으로 방 만들게욤
2020-12-05 15:02,유저14,넵!!
2020-12-05 15:02,유저9,https://us02web.zoom.us/j/87630809103?pwd=YyttbGpyQy9aK1BOS1B1elZzYkFsQT09
2020-12-05 15:02,유저9,"Join Zoom Meeting
https://us02web.zoom.us/j/87630809103?pwd=YyttbGpyQy9aK1BOS1B1elZzYkFsQT09
 
Meeting ID: 876 3080 9103
Passcode: 056328
One tap mobile
+13462487799,,87630809103#,,,,,,0#,,056328# US (Houston)
+16699006833,,87630809103#,,,,,,0#,,056328# US (San Jose)
 
Dial by your location
        +1 346 248 7799 US (Houston)
        +1 669 900 6833 US (San Jose)
        +1 929 205 6099 US (New York)
        +1 253 215 8782 US (Tacoma)
        +1 301 715 8592 US (Washington D.C)
        +1 312 626 6799 US (Chicago)
Meeting ID: 876 3080 9103
Passcode: 056328
Find your local number: https://us02web.zoom.us/u/kerdaK35fs"
2020-12-05 15:03,유저15,금방 들어갈게요!
2020-12-05 15:18,유저9,2. 쿼리 더 발전시켜서 각자 3개씩 : PPT 슬라이드화 해서
2020-12-05 15:19,유저9,"1번, 3번도 각자 PPT 슬라이드화해서"
2020-12-05 15:20,유저9,수요일( 12월 9일) 7시 ZOOM에서 과제 점검
2020-12-09 18:59,유저9,제가 줌 만들게용
2020-12-09 18:59,유저15,네넹
2020-12-09 18:59,유저14,넵넵
2020-12-09 18:59,유저9,"Join Zoom Meeting
https://us02web.zoom.us/j/85942031783?pwd=U0JqRDJyK3UycDFtYzk1aG9RZk84Zz09
 
Meeting ID: 859 4203 1783
Passcode: 487607
One tap mobile
+13017158592,,85942031783#,,,,,,0#,,487607# US (Washington D.C)
+13126266799,,85942031783#,,,,,,0#,,487607# US (Chicago)
 
Dial by your location
        +1 301 715 8592 US (Washington D.C)
        +1 312 626 6799 US (Chicago)
        +1 346 248 7799 US (Houston)
        +1 669 900 6833 US (San Jose)
        +1 929 205 6099 US (New York)
        +1 253 215 8782 US (Tacoma)
Meeting ID: 859 4203 1783
Passcode: 487607
Find your local number: https://us02web.zoom.us/u/kbZcPhXaj"
2020-12-09 19:03,유저15,줌 다시 만들어주셔야 될 거 같아요 ㅠㅠ
2020-12-09 19:04,유저9,앗 넹넹
2020-12-09 19:04,유저15,아니면 구글 미트가 좀 더 편할 거 같은데
2020-12-09 19:04,유저15,줌은 좀 무거워서...
2020-12-09 19:04,유저9,"Join Zoom Meeting
https://us02web.zoom.us/j/83408713755?pwd=M01wOFFkZVcwSk04clF2Y0FxWm1Idz09
 
Meeting ID: 834 0871 3755
Passcode: 534265
One tap mobile
+13462487799,,83408713755#,,,,,,0#,,534265# US (Houston)
+16699006833,,83408713755#,,,,,,0#,,534265# US (San Jose)
 
Dial by your location
        +1 346 248 7799 US (Houston)
        +1 669 900 6833 US (San Jose)
        +1 929 205 6099 US (New York)
        +1 253 215 8782 US (Tacoma)
        +1 301 715 8592 US (Washington D.C)
        +1 312 626 6799 US (Chicago)
Meeting ID: 834 0871 3755
Passcode: 534265
Find your local number: https://us02web.zoom.us/u/keFYrOExFv
 

 
\"
2020-12-09 19:04,유저9,헉 그럴까요
2020-12-09 19:04,유저9,구글밋
2020-12-09 19:04,유저9,화면공유가 너무 구려가지고
2020-12-09 19:04,유저15,아 그런가요? ㅎㅎ
2020-12-09 19:04,유저15,일단 저 링크로 들어가겠습니다
2020-12-09 19:04,유저9,화면공유 할때 불편한게 많더라구요
2020-12-09 19:04,유저9,ㅠㅠ
2020-12-09 19:04,유저9,넵넵
2020-12-09 19:04,유저9,혹시 하다가 넘 느리면 말씀해주세용
2020-12-09 19:20,유저9,파일: DB 이해 기말 팀플 자료_유저9.pptx
2020-12-09 19:20,유저15,파일: PPT.pptx
2020-12-09 19:20,유저14,파일: 데베이 팀플 수요일 7시.pptx
2020-12-09 19:28,유저9,사진
2020-12-10 15:03,유저15,저희
2020-12-10 15:03,유저15,일요일 오후 1시
2020-12-10 15:03,유저15,괜찮을까여
2020-12-10 15:07,유저9,지금 학교 안에는 팀플 가능한 곳이 아예 없죠 ?!
2020-12-10 15:08,유저9,레그 사람 너무 미어터진다고 해서 ㅠㅠ 코로나가 점점 심각해져서 가서 팀플하기가 좀 약간 걱정이 되네요
2020-12-10 15:08,유저15,아아
2020-12-10 15:08,유저15,흠..
2020-12-10 15:09,유저9,아님 분담을 좀 더 명료하게 해서 진행하는건 어떨까욤
2020-12-10 15:10,유저15,네넵
2020-12-10 15:10,유저9,이번 학기에 다들 오프로 모이는걸 꺼려하셔서 다른 팀플도 다 분업해서 마무리 작업을 줌으로 공유하면서 합쳤는데
2020-12-10 15:10,유저9,"생각보다 잘 끝나긴 하더라구요 ,,, 😢"
2020-12-10 15:15,유저15,음 그럼 어떻게 분담하면 좋을까요
2020-12-10 15:15,유저14,헉 죄송합니다
2020-12-10 15:15,유저14,시간을 착각해서;;;;;;;
2020-12-10 15:15,유저14,면담 끝났나요 ??
2020-12-10 15:15,유저9,넹넹
2020-12-10 15:19,유저9,"음 저는 파트 분담이 
 
- 사업현황 파악 및 사업 분석
- 쿼리 각자 3개씩 스토어드 프로시저로 완성형 + 쿼리 결과물과 실질적인 활용 방안(비즈니스 모델 또는 실제 활용 시나리오를 함께 넣어서)
- DB 리뉴얼에 대한 새로운 DB 디자인과 활용 방안"
2020-12-10 15:20,유저9,전에 나눴던 것처럼 분할된 상태에서
2020-12-10 15:20,유저9,좀 더 각각 명료하게 진행이 되면 될 것 같은데
2020-12-10 15:20,유저15,저걸 나눠서 진행하는 거지요?
2020-12-10 15:21,유저15,음... 일단 쿼리 정리하고 완성하는 거 정도는 할 수 있을 거 같아서
2020-12-10 15:21,유저9,사업 현황이 같은 경우에는 리더스 앱 자체 페이지들 캡쳐해서 현재 진행중인 서비스가 어떤 것들이 있는지에 대해 약간 서술한다던가
2020-12-10 15:22,유저9,하는 부분이랑 저번에 요약 통계 함수로 뽑아낸 값들을 통해서 현재 가지고 있는 데이터 기반으로 사업의 현황을 좀 시각적으로 예쁘게 보여주는 형태로 결과물이 나오면 좋을 것 같고
2020-12-10 15:22,유저9,쿼리는 3개씩 스토어드 프로시저 형태로 완성한 상태에서 그냥 쿼리 제목이랑 결과물만 띡 보여주는게 아니라
2020-12-10 15:23,유저9,"실제 활용할 수 있는 시나리오와 이를 통해 얻을 수 있는 효과, 실제로 사업에서 활용할 수 있는 부문 등을 시각적으로 보여주는 부분을 추가해서"
2020-12-10 15:23,유저9,쿼리 하나당 두세페이지 이상은 분량 나올 수 있게 하면 될 것 같구
2020-12-10 15:23,유저15,네넹
2020-12-10 15:23,유저9,DB 리뉴얼 부분은 제가 ER 다이어그램 그리던거 계속 추가해서
2020-12-10 15:24,유저9,만들면 될 것 같아욤
2020-12-10 15:24,유저9,만들면 될 것 같아욤
2020-12-10 15:24,유저9,만들면 될 것 같아욤
2020-12-10 15:26,유저9,주말까지 안산은 좀 괜찮아질줄 알았는데 그렇지가 않아서 😢😢
2020-12-10 15:26,유저15,네넹 오늘도 확진자 터지고 ㅠㅠ
2020-12-10 15:27,유저9,제가 룸메랑 같이 살기도 하고 정기적으로 만나는 창업팀 분들이 계셔서 혹시나 자가격리 대상이라도 되게 되면
2020-12-10 15:27,유저9,제가 민폐 끼치게 될 분들이 많아서
2020-12-10 15:27,유저15,차라리 형님 말씀처럼 분담을 확실히 하는게 더 좋을 것 같아요
2020-12-10 15:27,유저9,리스크를 줄이고 싶어서요 ㅠㅠ 만나서 하면 더 빨리 진행되고 편할텐데
2020-12-10 15:27,유저9,죄송합니다
2020-12-10 15:27,유저15,아닙니다 ㅠㅠ
2020-12-10 15:28,유저9,생각보다 발표 분량이 좀 많아야 될 것 같긴 해서
2020-12-10 15:28,유저9,약간 비즈니스적으로 어필을 할 수 있는 부분을 많이 추가해서 잡아주면 좋을 것 같네요 ㅠㅠ
2020-12-10 15:28,유저9,저도 DB 설계 쪽에서 분량을 좀 많이 뽑아보겠습니다ㅏ
2020-12-10 15:29,유저14,넵넵!! 감사합니다
2020-12-11 11:24,유저15,저희 언제까지 일단 해오는 걸로 할까요?
2020-12-11 11:24,유저15,일요일 그 시간대?
2020-12-11 11:24,유저15,아니면 조금 여유 있게 월요일은 어떠신가요
2020-12-11 11:25,유저14,일요일 저녁쯤이나 월요일 좋은거같아요~~
2020-12-11 11:25,유저15,일요일날 제가 다른 팀플이 원래 있어서
2020-12-11 11:26,유저15,대면이 아니라면 월요일날 해도 괜찮을거 같은데
2020-12-11 11:40,유저9,"저도 둘다 상관없는데ㅔ 
월요일이면 제가 화요일에 시험이 두개 있어서 일찍 하면 좋을 것 같아욥!!"
2020-12-11 11:42,유저15,앗
2020-12-11 11:42,유저15,흠
2020-12-11 11:42,유저15,일요일에 한다면 8시 이후 저녁 즈음에 될 거 같은데
2020-12-11 11:42,유저15,언제가 더 편하신가요??
2020-12-11 11:58,유저9,앗 저는 개인적으로 일요일이 더 편할 것 같긴 해욥
2020-12-11 12:03,유저14,저도 좋아용
2020-12-11 16:43,유저15,지금 시험 끝나서 이제 봤네요
2020-12-11 16:43,유저15,일요일 8시에 그럼 하는 걸로!
2020-12-13 15:42,유저9,제가 대충 PPT 템플릿을 짜볼게용
2020-12-13 16:05,유저15,헉 네넹!!
2020-12-13 16:05,유저14,넵!!
2020-12-13 19:56,유저9,"Join Zoom Meeting
https://us02web.zoom.us/j/87564161360?pwd=b3NCZHBiL3JxZDhNMzlmM0phRUlDdz09
 
Meeting ID: 875 6416 1360
Passcode: 093478
One tap mobile
+16699006833,,87564161360#,,,,,,0#,,093478# US (San Jose)
+19292056099,,87564161360#,,,,,,0#,,093478# US (New York)
 
Dial by your location
        +1 669 900 6833 US (San Jose)
        +1 929 205 6099 US (New York)
        +1 253 215 8782 US (Tacoma)
        +1 301 715 8592 US (Washington D.C)
        +1 312 626 6799 US (Chicago)
        +1 346 248 7799 US (Houston)
Meeting ID: 875 6416 1360
Passcode: 093478
Find your local number: https://us02web.zoom.us/u/k7Vzm9Wv8"
2020-12-13 19:59,유저9,"Jaehoon Kim is inviting you to a scheduled Zoom meeting.
 
Topic: Jaehoon Kim의 Zoom 회의
Time: Dec 13, 2020 08:00 PM Seoul
 
Join Zoom Meeting
https://us02web.zoom.us/j/83032299102?pwd=alplK0xxQ1dxYm1QbnVOalUzNjF3UT09
 
Meeting ID: 830 3229 9102
Passcode: 851060
One tap mobile
+12532158782,,83032299102#,,,,,,0#,,851060# US (Tacoma)
+13017158592,,83032299102#,,,,,,0#,,851060# US (Washington D.C)
 
Dial by your location
        +1 253 215 8782 US (Tacoma)
        +1 301 715 8592 US (Washington D.C)
        +1 312 626 6799 US (Chicago)
        +1 346 248 7799 US (Houston)
        +1 669 900 6833 US (San Jose)
        +1 929 205 6099 US (New York)
Meeting ID: 830 3229 9102
Passcode: 851060
Find your local number: https://us02web.zoom.us/u/kbsJNPfz8L"
2020-12-13 20:00,유저15,이 주소 맞나여?
2020-12-13 20:00,유저15,아직 안들어가져서
2020-12-13 20:01,유저9,앗 넹넹
2020-12-13 20:01,유저14,저도 안들어가지네용
2020-12-13 20:01,유저9,밑에꺼에요
2020-12-13 20:01,유저9,!!
2020-12-13 20:01,유저15,네넹!
2020-12-13 20:07,유저14,파일: 데베이 팀플 월요일 8시.pptx
2020-12-13 20:09,유저9,파일: DB 이해 기말 팀플 자료 2차_유저9.pptx
2020-12-13 20:13,유저15,파일: PPT.pptx
2020-12-13 20:30,유저9,"(IN TARGET_USERS INT, WINNER_USERS INT)"
2020-12-13 20:31,유저9,"20 - > TARGET_USERS
3 -> WINNER_USERS"
2020-12-13 20:31,유저9,"CALL GET_WIINING_ID(100, 3);"
2020-12-13 20:33,유저9,"IN TARGET_USERS INT, WINNER_USERS INT"
2020-12-14 02:33,유저14,파일: 데베이 팀플 쿼리-유저14.pptx
2020-12-14 02:34,유저14,늦은시간에 죄송합니다.... 두 번째 쿼리는 어떻게 모든 유저들을 뽑아낼 수 있는지 더 연구해보겠습니다~~
2020-12-14 02:36,유저14,파일: 데베이 팀플 쿼리-유저14.pptx
2020-12-14 02:36,유저14,조금 수정해서 올렸습니다
2020-12-14 20:36,유저9,감사합니당
2020-12-15 21:00,유저15,파일: 프레젠테이션1.pptx
2020-12-15 21:00,유저15,늦었네여 ㅠㅠ 확인 부탁드립니다
2020-12-16 10:54,유저9,확인했습니당
2020-12-16 10:55,유저9,이따 시험 끝나고 합쳐서 다시 올리게요
2020-12-16 10:55,유저9,올릴게요
2020-12-16 10:55,유저9,!
2020-12-16 10:57,유저15,네넹!
2020-12-16 11:01,유저14,넵 감사합니다 !!
2020-12-16 19:01,유저9,토론 조에 연락 해보셨나욤
2020-12-16 19:02,유저15,넵 연락했는데 아직 답이 안왔네요 ㅠ
2020-12-16 19:02,유저15,한 번 재촉해보겠습니다
2020-12-16 19:02,유저9,헉 둘다요
2020-12-16 19:02,유저9,?!
2020-12-16 19:03,유저15,네넹!!
2020-12-16 19:24,유저15,PPT 완성되는대로
2020-12-16 19:24,유저15,2팀한테 보내드리기로 했습니다
2020-12-16 19:24,유저9,넵넵
2020-12-16 19:24,유저9,8시 전엔 다 될 것 같아요 !!
2020-12-16 19:24,유저9,피피티 보내드리면 각자 파트 한번
2020-12-16 19:24,유저15,네넹!!
2020-12-16 19:25,유저9,대충 리딩해보구 걸리는 시간 좀 말씀 부탁드립니당
2020-12-16 19:25,유저9,!!
2020-12-16 19:25,유저14,넵넵!!
2020-12-16 20:10,유저9,파일: DB 이해 기말 팀플 자료 최종.pptx
2020-12-16 20:11,유저9,앞쪽에 어플 캡쳐 부분은 뭔가 멘트를 따로 준비하거나 전체적으로 정리해서 다시 얘기해주는? 페이지가 따로 하나 있으면 좋을 것 같아요
2020-12-16 20:11,유저9,그리고 쿼리 날려서 사업 현황 파악하는 부분도
2020-12-16 20:12,유저9,"각 결과마다 약간씩 멘트를 더해주거나, 한 문장 정도씩 넣어줘야 좋을 것 같아요"
2020-12-16 20:13,유저9,"예컨대,
나이대 확인에서는 특정 나이대 유저가 많으니까 이들에게 집중하는 기존 유저 유지 전략 + 이외 나이대를 유치하기 위한 마케팅 전략이 필요하고"
2020-12-16 20:13,유저9,성별의 경우 여성 유저가 남성에 비해 2.5배 가량 많으니 남성 유저 유치 전략에 대해 추가적인 분석이 필요하다
2020-12-16 20:13,유저9,이런 식으로 각각 결과물마다 의미있는 분석이 되기 위한 멘트가 필요할 것 같구
2020-12-16 20:14,유저9,"전체적인 분량이 좀 많아서 
사업에 유용한 쿼리 파트에서 앞쪽에 '각 유저들이 읽은 책 리스트 쿼리' 이거는 빼버리는건 어떨까 논의해보면 좋을 것 같아요 너무 단순한 쿼리라서"
2020-12-16 20:15,유저9,제가 얘기한 부분 의견들 주시구 수정한 부분 있으면 수정해서 다시 업로드 부탁드립니당
2020-12-16 20:15,유저15,네넹 빼도 괜찮을 것 같앙
2020-12-16 20:15,유저15,아요
2020-12-16 20:15,유저15,이 부분 추가해서 보낼게요!
2020-12-16 20:15,유저9,넵넵!! 그럼
2020-12-16 20:15,유저9,저거 빼는 것두 같이 반영해서 부탁드릴게용
2020-12-16 20:15,유저9,이모티콘
2020-12-16 20:29,유저14,넵 !! 제가 사업에 유용한 쿼리들에 대해서 발표하면 되는 거죠 ?
2020-12-16 20:31,유저9,넹넹 맞아욥
2020-12-16 20:31,유저9,본인 파트 리딩해서
2020-12-16 20:31,유저9,걸리는 시간 알려주세욥!
2020-12-16 20:36,유저15,제 파트 부분은 한
2020-12-16 20:36,유저15,4~5분 정도 걸리는 것 같습니다
2020-12-16 20:37,유저9,헉
2020-12-16 20:37,유저9,파트 1이면 다섯 페이지인데
2020-12-16 20:38,유저9,4~5분이면 생각보다 엄청 걸리네요
2020-12-16 20:38,유저9,ㅠㅠ
2020-12-16 20:40,유저15,파일: DB 이해 기말 팀플 자료 최종.pptx
2020-12-16 20:40,유저15,앗 최대한 길게 했는데
2020-12-16 20:40,유저15,일단 제 부분 추가한 ppt입니다
2020-12-16 20:40,유저15,줄이면 3분 이하로도 줄일 수 있을 것 같습니다
2020-12-16 20:44,유저9,아하 그러면
2020-12-16 20:44,유저9,파트 1은 좀 빠르게 지나간다고 생각하구 3분 이하 정도에 맞춰서 진행하는게 좋을 것 같아요!!
2020-12-16 20:44,유저9,파트 2랑 3이 각각 분량이 20장 정도씩 되어서 조금 촉박할 것 같네요 @@
2020-12-16 20:44,유저15,네넹! 알겠습니다!
2020-12-16 20:44,유저9,저도 대충 8~9분 정도 나오는 것 같아요
2020-12-16 20:44,유저9,넵넵!
2020-12-16 20:49,유저14,각 유저들이 읽은 책 리스트 쿼리 두개 빼고 가입일로부터 N주년 지났는지 확인하는 쿼리부터 하면 되는거죠 ??
2020-12-16 21:03,유저9,넵넵
2020-12-16 21:04,유저9,삭제된 메시지입니다.
2020-12-16 21:04,유저9,이걸루 하면 되겠습니당
2020-12-16 21:04,유저9,헉 잠만요
2020-12-16 21:04,유저9,아니네요
2020-12-16 21:05,유저9,파일: DB 이해 기말 팀플 자료 최종_발표용(1조).pptx
2020-12-16 21:05,유저9,요것입니다
2020-12-16 21:23,유저14,저는 몇분정도 하면 적당한가용
2020-12-16 22:12,유저9,해보니까
2020-12-16 22:12,유저9,대충 몇분 나오나욤
2020-12-16 22:12,유저9,?
2020-12-16 22:18,유저15,파일: 데베이합본 (1).pptx
2020-12-16 22:18,유저15,5팀 피피티라고 합니다
2020-12-16 22:32,유저9,혹시 저희 질문 어떤거 해달라고 할지도
2020-12-16 22:32,유저9,전달하셨나용
2020-12-16 22:32,유저15,네넹 전달 받고 있습니다
2020-12-16 22:33,유저9,우리한테 질문하는 조한테두요
2020-12-16 22:33,유저9,??
2020-12-16 22:33,유저14,저 지금 다섯번째 쿼리 대본 짜는 중이라..... 7개 쿼리 다 하면 10~15분 나올 것 같습니다.. 너무 긴가요 ?
2020-12-16 22:33,유저9,헉
2020-12-16 22:33,유저9,너무 심각하게 기네요
2020-12-16 22:34,유저15,넵
2020-12-16 22:34,유저9,사업설명 3분 쿼리 8분 설계 8분
2020-12-16 22:34,유저9,이 정도루 잡아야 될 것 같아요
2020-12-16 22:35,유저14,넵..
2020-12-16 22:35,유저9,혹시 어떤 질문 전달하셨나욤 ?!
2020-12-16 22:36,유저15,사진 2장
2020-12-16 22:36,유저15,일단은 이렇게 두개입니다
2020-12-16 22:41,유저9,질문으로 텍스트가 들어가는 테이블에 기존 TEXT 필드 대신 Varchar 타입을 쓴 이유가 뭔지 ??
2020-12-16 22:41,유저9,이거 하나 더 추가해주실 수 있나요!!
2020-12-16 22:42,유저15,네넹!!
2020-12-17 10:53,유저15,"팔로잉, 팔로우 관계를 맺기보다 혼자 독서 기록을 남기고 있지만 리더스를 적극 활용하고 있는 사람이 있을 수도 있으므로
 
팔로잉+팔로워의 수에 따라 구별된 등급으로 북클럽 가입자격을 매기는 것보다
 
리더스 앱을 포괄적으로 많이 이용한 사람에게 북클럽 멤버를 모집할 때 가입자격 차등을 부여하는 것을 어떨까요?(?!)"
2020-12-17 10:54,유저15,사진
2020-12-17 10:54,유저15,이렇게 질문 추가로 왔습니다
2020-12-17 11:07,유저14,"
좋은 지적입니다. 그 부분은 쿼리 만들때부터 항상 염두에 두고 있었어요. 등급을 나누는 쿼리뿐 아니라, 이벤트 쿼리에서도 어플리케이션을 열심히 사용한 정도를 기준으로 잡는 것이 중요하다고 생각했습니다. "
