0,1,2,3,4,5,6,7
2020,3,19,pm,2,54,user1,유튜브 쳐 올리고
2020,3,19,pm,2,54,user1,들으라하네
2020,3,19,pm,2,54,user1,미리밀 쳐올리던가
2020,3,19,pm,2,54,user1,그럴거면
2020,3,19,pm,2,56,user1,4시반에 못갈듯 ㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,5,user3,그럼 어디서 보실
2020,3,19,pm,3,5,user3,나 근데 5시에 정정 그거 해야댐
2020,3,19,pm,3,5,user1,아 그러네
2020,3,19,pm,3,5,user1,그거 피방에서 하게?
2020,3,19,pm,3,6,user3,그냥 폰으로할까함
2020,3,19,pm,3,6,user2,ㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,6,user2,제시간에 출석해야함??
2020,3,19,pm,3,7,user3,지금 토론방에 약 60명있는데 아주 조용함 중
2020,3,19,pm,3,7,user2,아 수업이 시작되긴한거에요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,7,user2,골때리네 성준좌
2020,3,19,pm,3,8,user3,ㅋㅋㅋㅋㅋㅋㅋㅋ일단 유튜브 보라는데 보고는있는데 ㅋㅋㅋㅋㅋ
2020,3,19,pm,3,8,user3,뭘말해야하지
2020,3,19,pm,3,8,user1,토론 해야
2020,3,19,pm,3,8,user1,출석인정인데
2020,3,19,pm,3,8,user1,다들 눈치보는중
2020,3,19,pm,3,8,user1,첫빠따
2020,3,19,pm,3,19,user1,그럼 5시 45분까지 한대앞역 카페 ㄱ?
2020,3,19,pm,3,20,user3,한대앞 넘나 귀찮
2020,3,19,pm,3,20,user3,알겠으
2020,3,19,pm,3,20,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,20,user1,세아 ㄱㅊ?
2020,3,19,pm,3,20,user2,오빠지금어디ㅣㄴ뎅?
2020,3,19,pm,3,20,user1,집
2020,3,19,pm,3,21,user3,난 카페용
2020,3,19,pm,3,21,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ개멀어
2020,3,19,pm,3,21,user2,성훈오빤 어디카페에여?
2020,3,19,pm,3,21,user3,룽고
2020,3,19,pm,3,21,user3,그 황산 맞은편
2020,3,19,pm,3,21,user2,창범 한번 씨게 고생시킬까요?ㅎ
2020,3,19,pm,3,21,user3,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,21,user2,갑자기 학교가고싶네
2020,3,19,pm,3,21,user3,세아 자취인가???
2020,3,19,pm,3,21,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ네
2020,3,19,pm,3,21,user3,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,21,user2,한대앞역근처에요
2020,3,19,pm,3,21,user3,아하 ㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,21,user3,그냥 내가 한대앞으로 갈께
2020,3,19,pm,3,21,user3,2명 고생시키는건 오바다
2020,3,19,pm,3,22,user1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,22,user1,난 인덕원역임
2020,3,19,pm,3,22,user1,;;
2020,3,19,pm,3,22,user2,창범의 여정을 위해서라면 기꺼이~~학교 가지만
2020,3,19,pm,3,22,user2,ㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,22,user1,이모티콘
2020,3,19,pm,3,22,user2,한번봐드림ㅋ
2020,3,19,pm,3,22,user2,이모티콘
2020,3,19,pm,3,22,user2,할리스 뭔가 개 질리는데
2020,3,19,pm,3,22,user2,엔제리너스가 폐업함
2020,3,19,pm,3,23,user2,ㄷㄷㄷㄷ
2020,3,19,pm,3,23,user3,엔제리너스 개노맛 롯데
2020,3,19,pm,3,23,user2,쌉ㅇㅈ합니다
2020,3,19,pm,3,23,user2,근데한대앞 역에서 가까운곳이...음...
2020,3,19,pm,3,23,user3,옛날에 롯데몰에서 일할 때 고통이었다 자꾸 매니저님이 엔제리너스 커피만 사줘
2020,3,19,pm,3,23,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,24,user2,엔제리너스 망한이유 순전히 원두qc 조져서
2020,3,19,pm,3,53,user1,아 지금 씻고 나가도 될거 같은데
2020,3,19,pm,3,55,user3,ㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,3,55,user3,그럼 나 정정만하고 만나실???
2020,3,19,pm,3,55,user1,ㅇㅋ 나도 근데
2020,3,19,pm,3,55,user1,하긴 해야함
2020,3,19,pm,3,55,user1,폰으로
2020,3,19,pm,3,55,user1,하게
2020,3,19,pm,3,55,user1,최대한 빨리 갈게
2020,3,19,pm,3,55,user3,셔틀 10분꺼 타야되잖아
2020,3,19,pm,3,55,user3,나 여기서 한대앞 가려면
2020,3,19,pm,3,56,user1,20분꺼
2020,3,19,pm,3,56,user1,아님?
2020,3,19,pm,3,57,user3,나 셔틀콕에서 타잖아
2020,3,19,pm,3,57,user3,10분 40분 아님??
2020,3,19,pm,3,57,user3,아니구나
2020,3,19,pm,3,57,user3,휴아봇 개꿀
2020,3,19,pm,3,57,user3,5시 20분꺼 타고 나갈께
2020,3,19,pm,3,58,user1,ㅇㅋ
2020,3,19,pm,4,3,user1,5시30분 ㄱㄱ
2020,3,19,pm,4,3,user3,ㅇㅋ
2020,3,19,pm,4,17,user2,그럼저는 잽싸게 안과좀 다녀오겟읍미다
2020,3,19,pm,5,11,user1,님들 밥 머금?
2020,3,19,pm,5,12,user3,ㄴㄴ나근데 이따 지연이랑 먹을듯
2020,3,19,pm,5,12,user2,안과가..앙동에만있군..
2020,3,19,pm,5,12,user2,휴..
2020,3,19,pm,5,12,user1,ㄲㅂ
2020,3,19,pm,5,12,user1,나
2020,3,19,pm,5,12,user1,안약하나
2020,3,19,pm,5,12,user1,있음
2020,3,19,pm,5,12,user1,일회용
2020,3,19,pm,5,12,user2,나두
2020,3,19,pm,5,12,user1,아
2020,3,19,pm,5,12,user2,잇긴함
2020,3,19,pm,5,12,user2,ㅋㅋ
2020,3,19,pm,5,12,user2,ㅋㅋㅋㅋ
2020,3,19,pm,5,12,user1,ㄲㅂ
2020,3,19,pm,5,12,user2,이모티콘
2020,3,19,pm,5,13,user1,밥드셨나요 다들
2020,3,19,pm,5,13,user2,배고픈디
2020,3,19,pm,5,13,user2,오빠어디쯤임?
2020,3,19,pm,5,13,user1,금졍
2020,3,19,pm,5,13,user2,오홍..
2020,3,19,pm,5,15,user2,우리 길게안할거면 스벅가쟈.
2020,3,19,pm,5,15,user2,할리스 와이파이 쓸애깅.
2020,3,19,pm,5,16,user1,죠아
2020,3,19,pm,5,16,user1,한대앞 스벅 ㅇㄷ?
2020,3,19,pm,5,22,user2,ㄴ ㅔ
2020,3,19,pm,5,34,user1,ㅇㄷㅇㄷ
2020,3,19,pm,5,35,user3,나랑 세아는 스벅
2020,3,19,pm,5,35,user3,넌
2020,3,19,pm,5,35,user1,나
2020,3,19,pm,5,35,user1,역도착!!
2020,3,19,pm,5,35,user3,ㅇㅋ
2020,3,19,pm,5,37,user2,이모티콘
2020,3,19,pm,10,23,user1,사진
2020,3,19,pm,10,23,user1,브래드 보드 뭐 살까
2020,3,19,pm,10,58,user3,적당한거...
2020,3,19,pm,11,1,user1,이모티콘
2020,3,19,pm,11,26,user2,https://m.vitconshop.com/goods/view?no=1167
2020,3,19,pm,11,26,user2,혹시나 이런거 만들려면 음..
2020,3,19,pm,11,26,user2,넘크면안되려나?
2020,3,19,pm,11,27,user1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,19,pm,11,27,user1,아니일단
2020,3,19,pm,11,27,user1,브래드보드 빼고는 다 주문함
2020,3,19,pm,11,37,user3,ㅋㅋ16만 5천원좀 쎈데?
2020,3,20,am,12,15,user2,쟤네는 관리를 싹 해줘서 인건비가 비싸여 ㅋㅋㅋ
2020,3,20,am,2,34,user1,https://opentutorials.org/course/3347
2020,3,21,pm,8,17,user1,이 싸강을 보려면
2020,3,21,pm,8,17,user1,node.js랑 mysql에 대해 알아야하고
2020,3,21,pm,8,17,user2,ㅋㅋㅋㅋ마즘
2020,3,21,pm,8,17,user1,node.js를 알려면 html에 대해서
2020,3,21,pm,8,17,user1,먼저
2020,3,21,pm,8,17,user1,들으라네
2020,3,21,pm,8,17,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,17,user1,처음으로
2020,3,21,pm,8,17,user2,그게그렇게됨??
2020,3,21,pm,8,17,user1,돌아감
2020,3,21,pm,8,17,user1,;;
2020,3,21,pm,8,17,user1,응응
2020,3,21,pm,8,18,user2,어케
2020,3,21,pm,8,18,user2,ㅋㅋㅋㅋㅋ
2020,3,21,pm,8,18,user2,재밋고 험난할텐데
2020,3,21,pm,8,18,user2,괜찮게써?
2020,3,21,pm,8,18,user1,사진
2020,3,21,pm,8,18,user1,;;
2020,3,21,pm,8,18,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,18,user2,멋사붙 해야겠네
2020,3,21,pm,8,18,user1,험난하겠다
2020,3,21,pm,8,18,user2,멋사 왜안해진짜?
2020,3,21,pm,8,18,user2,ㅋㅋㅋ
2020,3,21,pm,8,18,user1,미안
2020,3,21,pm,8,18,user2,멋사하자
2020,3,21,pm,8,18,user2,같이ㅏ자
2020,3,21,pm,8,18,user2,재밋서진짜
2020,3,21,pm,8,19,user1,멋사 너무 내 손이
2020,3,21,pm,8,19,user1,희생될거가탕
2020,3,21,pm,8,19,user2,글쎄..
2020,3,21,pm,8,19,user2,오빠손이희생되는
2020,3,21,pm,8,19,user2,주요이유는
2020,3,21,pm,8,19,user2,확모겠지
2020,3,21,pm,8,19,user2,ㅋㅋ
2020,3,21,pm,8,19,user2,ㅇㄱㄹㅇ
2020,3,21,pm,8,24,user1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,24,user1,이미과제 다 끝냄
2020,3,21,pm,8,24,user1,아니 근데 이거
2020,3,21,pm,8,24,user1,다 어케함
2020,3,21,pm,8,24,user1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,24,user1,미쳤네
2020,3,21,pm,8,25,user1,https://blog.naver.com/hongsp7844/221402665487
2020,3,21,pm,8,26,user1,시발
2020,3,21,pm,8,26,user1,내가못할거같아?
2020,3,21,pm,8,26,user1,다뒤졌어
2020,3,21,pm,8,27,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,31,user1,사진
2020,3,21,pm,8,31,user1,딱 우리가 하려던거 임
2020,3,21,pm,8,31,user1,이미
2020,3,21,pm,8,31,user1,역시
2020,3,21,pm,8,34,user1,그냥 아두이노를 차가 지나갔다는 신호 역할로 주고
2020,3,21,pm,8,37,user3,토나온다
2020,3,21,pm,8,37,user3,확모도 해야하는데
2020,3,21,pm,8,39,user3,ㅋㅋㅋㅋㅋㅋ가는길이 너무 험난한데
2020,3,21,pm,8,39,user1,그 차량의 정보(차량번호
2020,3,21,pm,8,40,user1,그리고 그 기존모델이랑 개선모델을
2020,3,21,pm,8,40,user1,비교해서
2020,3,21,pm,8,40,user1,뭘 도출할 수 있을까
2020,3,21,pm,8,40,user1,차량은 계속 온다고 가정하고
2020,3,21,pm,8,40,user3,이미지인식을 아두이노로 대체하는거지?
2020,3,21,pm,8,40,user1,하루 출고량이 몇 퍼센트 증가했고
2020,3,21,pm,8,40,user3,아님 그냥 임의로 런 시키는거?
2020,3,21,pm,8,41,user1,고객 대응력 및 납기 신뢰도를 향상시킬 수 있다.. 이런식
2020,3,21,pm,8,41,user1,음
2020,3,21,pm,8,41,user1,이미지 인식도 하면 좋겠지만
2020,3,21,pm,8,41,user1,이건 잘 몰겠음
2020,3,21,pm,8,42,user3,출고량도 될수있고 아니면 시뮬레이션에서 같은 장소에있는 재고 출하할때 시간이랑 바꿨을때 출하시간 비교해도 되지않을까?
2020,3,21,pm,8,42,user1,맞아
2020,3,21,pm,8,42,user1,근데 결국
2020,3,21,pm,8,42,user1,출하량이 많다는 거는
2020,3,21,pm,8,42,user1,그 물류창고의 대응력이 높다는 거니깐
2020,3,21,pm,8,42,user3,그러면 출고량을하면 그날 전체를 계산을해야하는데
2020,3,21,pm,8,43,user1,그건 시뮬로 쉽게 가능
2020,3,21,pm,8,43,user1,ㅋㅋ
2020,3,21,pm,8,43,user3,ㅇㅎㅋㅋ그럼 그럽시다
2020,3,21,pm,8,43,user3,시린이라;;;
2020,3,21,pm,8,43,user1,이런 시스템이 음
2020,3,21,pm,8,43,user1,직접
2020,3,21,pm,8,43,user1,시뮬레이션 모델링해서
2020,3,21,pm,8,43,user1,시연까지 한다면
2020,3,21,pm,8,43,user1,결과도 도출하고
2020,3,21,pm,8,43,user1,그러면 그래도 괜찮지 않을까
2020,3,21,pm,8,43,user1,좀 더 좋은 아이디어 있으면 환영
2020,3,21,pm,8,44,user3,응응 어제 과제하면서 논문보는데 다 똑같은거로 논문 뒤지게많든데
2020,3,21,pm,8,44,user1,이것도 당근 output 수치에 포함 시키는게 날듯
2020,3,21,pm,8,44,user1,앙
2020,3,21,pm,8,44,user1,ㅇ아ㅖ
2020,3,21,pm,8,44,user1,아예
2020,3,21,pm,8,44,user1,같은거?
2020,3,21,pm,8,44,user1,보여주삼
2020,3,21,pm,8,44,user1,ㅋㅋㅋㅋ
2020,3,21,pm,8,44,user3,아니 우리꺼말고ㅋㅋ
2020,3,21,pm,8,44,user3,크로스도킹 때문에 찾아보다가
2020,3,21,pm,8,45,user3,다 똑같은 내용으로 다 써놨길래ㅋㅋ
2020,3,21,pm,8,45,user1,ㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,45,user1,그냥 좀
2020,3,21,pm,8,45,user1,그런 거시적
2020,3,21,pm,8,45,user1,정보를
2020,3,21,pm,8,45,user1,사례를 들어서
2020,3,21,pm,8,45,user1,시연까지 하는거니깐
2020,3,21,pm,8,45,user1,ㄱㅊ지 않을까
2020,3,21,pm,8,46,user1,할거개많다
2020,3,21,pm,8,47,user1,html
2020,3,21,pm,8,47,user1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,47,user1,시발
2020,3,21,pm,8,47,user3,그니까 아오 나 지금 과제도 개많은데ㅋㅋㅋㅋ
2020,3,21,pm,8,47,user1,근데 창고 상차하는곳이
2020,3,21,pm,8,47,user1,그
2020,3,21,pm,8,47,user1,입구 저 반대편에
2020,3,21,pm,8,47,user1,있는것도
2020,3,21,pm,8,47,user1,너무 억지같아
2020,3,21,pm,8,47,user1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,48,user1,kpi가 잘 나오게 하기 위한
2020,3,21,pm,8,48,user1,억지 가정느낌
2020,3,21,pm,8,48,user3,그럼 게이트웨이를 좀 멀게하면 안되나??
2020,3,21,pm,8,48,user1,근까 보통 효율적으로 창고를
2020,3,21,pm,8,48,user1,창고 레이아웃을
2020,3,21,pm,8,48,user1,만들어놨으면
2020,3,21,pm,8,49,user1,게이트웨이에서 나오면 그 근처에 상차하는 곳이 있어야
2020,3,21,pm,8,49,user1,좀 정상적인거 아닌가??
2020,3,21,pm,8,49,user3,흠....
2020,3,21,pm,8,49,user1,아니면 창고가 여러 제품을 다루고 상차하는곳이 여러개 있는데
2020,3,21,pm,8,49,user1,어떤곳은 가까이 있고
2020,3,21,pm,8,49,user1,어떤곳은
2020,3,21,pm,8,49,user1,저 멀리 있다던가
2020,3,21,pm,8,49,user1,이러면
2020,3,21,pm,8,49,user1,말이 되는데
2020,3,21,pm,8,49,user3,ㅇㅇ보통 창고가그렇긴해
2020,3,21,pm,8,50,user3,품목별로 따로 창고를 만들긴해
2020,3,21,pm,8,50,user3,육군은ㅋㅋㅋ
2020,3,21,pm,8,50,user1,맞아
2020,3,21,pm,8,50,user1,걍 품목별로 나눠져있고
2020,3,21,pm,8,50,user2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,50,user3,그래서 여러가지 수령할때 계속 차 다시대야댐
2020,3,21,pm,8,51,user1,상차 장소가 여러개 있다 라는
2020,3,21,pm,8,51,user1,가정이 더
2020,3,21,pm,8,51,user2,현실적으로 생각하면
2020,3,21,pm,8,51,user1,맞지 않을까
2020,3,21,pm,8,51,user2,우리셋이 나가 디지는게 젤 빠름
2020,3,21,pm,8,51,user2,어떄?좋지?
2020,3,21,pm,8,51,user1,그건 항상 맞지
2020,3,21,pm,8,51,user3,ㅋㅋㅋㅋ개슬프네
2020,3,21,pm,8,51,user1,근데 아이디어 자체는 괜찮은데
2020,3,21,pm,8,52,user1,우리가 너무 창고를 몰라서 그런가
2020,3,21,pm,8,52,user1,아니 내가
2020,3,21,pm,8,52,user2,다품종 소량생산에 맞춰서 이런 창고가 많이 생길 것 같다 하믄 대지
2020,3,21,pm,8,52,user2,아무리 크로스도킹이래도 어느정도 체제시간은 항상 있으수바께 업다
2020,3,21,pm,8,52,user2,ㅋㅋ
2020,3,21,pm,8,52,user2,글고 세부 레이어웃은 우리가 그렇게 정했다
2020,3,21,pm,8,52,user2,ㅋㅋㅋㅋㅋㅋㅋ
2020,3,21,pm,8,53,user2,우리 맴이다
2020,3,21,pm,8,53,user1,근까
2020,3,21,pm,8,53,user3,응응 근데 내가 다닌 창고들은 품목별로 나눠져있어
2020,3,21,pm,8,53,user1,말이 되게 정해야하지 않눙..
2020,3,21,pm,8,53,user1,그
2020,3,21,pm,8,53,user3,그걸 중점으로 가볼까
